STATE_NAME,DISTRICT_NAME,PMGSY_SCHEME,YEAR_RANGE,NO_OF_ROAD_WORK_SANCTIONED,NO_OF_BRIDGES_SANCTIONED,NO_OF_ROAD_WORKS_COMPLETED,NO_OF_BRIDGES_COMPLETED,NO_OF_ROAD_WORKS_BALANCE,NO_OF_BRIDGES_BALANCE,LENGTH_OF_ROAD_WORK_SANCTIONED_KM,COST_OF_WORKS_SANCTIONED_LAKHS,LENGTH_OF_ROAD_WORK_COMPLETED_KM,EXPENDITURE_OCCURED_LAKHS,LENGTH_OF_ROAD_WORK_BALANCE_KM
Rajasthan,Bundi,PMGSY-III,2019-Present,23,5,23,2,0,3,177.383,130.0819,171.57,96.0579,0
Rajasthan,Churu,PMGSY-I,2000-2013,295,0,295,0,0,0,1715.86,275.6133,1589.755,260.5425,0
Rajasthan,Didwana Kuchaman,PMGSY-I,2000-2013,408,0,408,0,0,0,1425.96,246.0818,1350.96,212.9428,0
Rajasthan,Hanumangarh,PMGSY-III,2019-Present,22,0,22,0,0,0,217.64,103.43357,214.295,81.8336,0
Rajasthan,Jaisalmer,PMGSY-I,2000-2013,277,0,277,0,0,0,2005.68,267.1791,1959.13,233.0147,0
Rajasthan,Jhalawar,PMGSY-II,2013-2018,11,0,11,0,0,0,82.2,33.0644,82.2,27.3474,0
Rajasthan,Jodhpur,PMGSY-II,2013-2018,9,1,9,1,0,0,94.7,46.4647,94.7,33.7623,0
Rajasthan,Khairthal Tijara,PMGSY-I,2000-2013,181,0,181,0,0,0,455.68,80.9631,437.045,72.8551,0
Rajasthan,Khairthal Tijara,PMGSY-III,2019-Present,7,0,6,0,1,0,54.842,33.28302,53.024,27.5373,0.45
Rajasthan,Nagaur,PMGSY-III,2019-Present,26,0,22,0,4,0,355.7,215.019,353.99,129.9995,1.45
Rajasthan,Pratapgarh,PMGSY-I,2000-2013,452,0,452,0,0,0,1436.095,326.7776,1393.137,281.9479,0
Rajasthan,Pratapgarh,PMGSY-III,2019-Present,12,2,9,2,3,0,114.78,76.98488,107.689,52.6654,7
Rajasthan,Rajsamand,PMGSY-I,2000-2013,369,0,369,0,0,0,1338.56,306.3419,1347.99,270.2181,0
Rajasthan,Sawaimadhopur,PMGSY-III,2019-Present,28,1,28,1,0,0,188.371,103.13204,181.793,87.5809,0
Rajasthan,Sikar,PMGSY-III,2019-Present,31,0,31,0,0,0,325.98,205.1726,324.295,157.5945,0
Rajasthan,Sirohi,PMGSY-II,2013-2018,11,0,11,0,0,0,69.85,23.6464,69.85,18.8877,0
Rajasthan,Tonk,PMGSY-II,2013-2018,10,0,10,0,0,0,84.075,40.187,84.075,32.0331,0
Sikkim,Soreng,PMGSY-I,2000-2013,171,10,166,10,5,0,753.756,359.6555,744.064,361.2059,0.375
Tamil Nadu,Ariyalur,PMGSY-III,2019-Present,12,0,10,0,2,0,47.521,20.2326,39.923,15.5023,7.6
Tamil Nadu,Dharmapuri,PMGSY-III,2019-Present,66,3,42,1,24,2,287.091,175.52903,259.885,156.327,27.2
Tamil Nadu,Karur,PMGSY-I,2000-2013,181,0,181,0,0,0,475.43,116.62593,474.355,106.3399,0
Tamil Nadu,Krishnagiri,PMGSY-I,2000-2013,210,7,210,7,0,0,443.188,139.18744,438.612,119.6094,0
Tamil Nadu,Krishnagiri,PMGSY-III,2019-Present,49,8,35,5,14,3,198.32,148.42358,191.405,122.4082,6.76
Tamil Nadu,Madurai,PMGSY-I,2000-2013,280,0,280,0,0,0,511.653,124.11849,512.083,36.0835,0
Tamil Nadu,Mayiladuthurai,PMGSY-II,2013-2018,27,1,27,1,0,0,74.724,63.01125,74.724,69.2189,0
Tamil Nadu,Mayiladuthurai,PMGSY-III,2019-Present,59,10,48,6,11,4,236.544,234.7002,196.548,221.0556,39.88
Tamil Nadu,Perambalur,PMGSY-I,2000-2013,113,4,113,4,0,0,275.685,101.84375,275.395,92.0605,0
Tamil Nadu,Ramanathapuram,PMGSY-III,2019-Present,64,4,57,0,7,4,282.344,196.38698,269.433,168.6294,7.98
Tamil Nadu,Tenkasi,PMGSY-I,2000-2013,45,0,45,0,0,0,85.593,17.32462,85.593,12.8216,0
Tamil Nadu,Thanjavur,PMGSY-I,2000-2013,302,2,302,2,0,0,564.204,132.16558,563.374,139.4407,0
Tamil Nadu,Theni,PMGSY-II,2013-2018,2,0,2,0,0,0,6.7,2.4943,6.7,2.521,0
Tamil Nadu,Tiruchirappalli,PMGSY-II,2013-2018,20,0,20,0,0,0,85.865,29.46129,85.865,23.7441,0
Tamil Nadu,Tirupathur,PMGSY-I,2000-2013,83,0,83,0,0,0,150.546,38.27071,150.421,-69.0977,0
Tamil Nadu,Tiruppur,PMGSY-III,2019-Present,83,1,70,1,13,0,352.71,191.14128,349.214,168.7945,3.505
Tamil Nadu,Tiruvannamalai,PMGSY-III,2019-Present,195,7,110,3,85,4,811.576,502.22232,668.686,288.3339,142.848
Tamil Nadu,Virudhunagar,PMGSY-II,2013-2018,36,0,36,0,0,0,136.746,47.95317,136.746,49.144,0
Telangana,Adilabad,PMGSY-II,2013-2018,2,2,2,2,0,0,18.99,19.2077,16.041,17.5167,0
Telangana,Bhadradri Kothagudem,PMGSY-I,2000-2013,168,24,167,24,1,0,712.02,251.4457,675.957,135.5522,4.35
Telangana,Bhadradri Kothagudem,PMGSY-III,2019-Present,13,9,10,6,3,3,94.782,87.07731,76.014,57.413,15.42
Telangana,Jagitial,PMGSY-I,2000-2013,83,6,83,6,0,0,270.489,44.4377,266.892,87.5639,0
Telangana,Jogulamba Gadwal,PMGSY-II,2013-2018,2,0,2,0,0,0,22.86,9.1898,21.366,7.2018,0
Telangana,Jogulamba Gadwal,PMGSY-III,2019-Present,7,1,3,0,4,1,37.176,18.63608,15.17,6.7208,21.709
Telangana,Kamareddy,PMGSY-III,2019-Present,11,4,9,3,2,1,83.208,59.17634,74.643,51.314,5.234
Telangana,Karimnagar,PMGSY-II,2013-2018,3,0,3,0,0,0,27.18,13.8392,26.431,13.3442,0
Telangana,Mahaboobnagar,PMGSY-II,2013-2018,3,0,3,0,0,0,21.7,13.1705,19.126,9.0315,0
Telangana,Mahabubabad,PMGSY-II,2013-2018,4,0,4,0,0,0,24.805,12.7995,24.35,11.496,0
Telangana,Mancherial,PMGSY-I,2000-2013,83,24,81,22,2,2,399.965,162.07359,368.755,204.1638,12.999
Telangana,Mancherial,PMGSY-II,2013-2018,1,0,1,0,0,0,5.35,2.645,5.35,1.9849,0
Telangana,Mancherial,RCPLWEA,2016-Present,21,21,6,11,15,10,144.886,220.6134,71.937,118.3623,72.599
Telangana,Mancherial,PM-JANMAN,2023-Present,2,0,0,0,2,0,3.25,2.835,0,0,3.25
Telangana,Medchal Malkajgiri,PMGSY-II,2013-2018,2,1,2,1,0,0,15.59,14.3107,12.282,10.2042,0
Telangana,Medchal Malkajgiri,PMGSY-III,2019-Present,3,0,2,0,1,0,19,12.84368,15.789,7.6784,2.338
Telangana,Mulugu,PMGSY-I,2000-2013,68,4,68,4,0,0,215.437,89.7022,212.933,99.296,0
Telangana,Mulugu,PMGSY-III,2019-Present,2,0,1,0,1,0,13.55,8.805,9.6,10.0687,3
Telangana,Nalgonda,PMGSY-I,2000-2013,128,11,128,11,0,0,618.22,139.1826,609.341,83.8783,0
Telangana,Narayanpet,PMGSY-II,2013-2018,3,0,3,0,0,0,30.29,18.952,29.853,14.4262,0
Telangana,Nirmal,PMGSY-I,2000-2013,74,13,70,12,4,1,272.87,92.9709,255.516,124.6339,14.034
Telangana,Sangareddy,PMGSY-II,2013-2018,5,0,5,0,0,0,35.75,22.3813,34.782,18.0143,0
Telangana,Siddipet,PMGSY-II,2013-2018,6,1,6,1,0,0,55.34,30.2683,52.275,27.4082,0
Telangana,Vikarabad,PMGSY-I,2000-2013,84,11,84,11,0,0,263.114,49.4155,250.595,-157.4155,0
Telangana,Warangal,PMGSY-III,2019-Present,16,7,9,2,7,5,104.89,104.21227,84.06,70.1408,19.658
Telangana,Yadadri Bhongiri,PMGSY-I,2000-2013,61,1,61,1,0,0,260.179,40.5621,267.105,-267.0415,0
Tripura,Khowai,PMGSY-III,2019-Present,13,2,2,0,11,2,92.749,92.56916,27.86,33.3017,64.889
Tripura,South Tripura,PMGSY-I,2000-2013,281,15,281,15,0,0,1007.773,671.5744,992.179,648.2745,0
Tripura,Unakoti,PMGSY-II,2013-2018,3,0,3,0,0,0,17.488,16.9733,17.488,18.5313,0
Tripura,Unakoti,PMGSY-III,2019-Present,6,0,0,0,6,0,41.55,37.37701,0,0,41.55
Uttar Pradesh,Ambedkarnagar,PMGSY-II,2013-2018,17,0,17,0,0,0,108.825,65.43626,103.845,50.0185,0
Uttar Pradesh,Amethi,PMGSY-II,2013-2018,17,0,17,0,0,0,106.3,71.95935,106.275,64.0155,0
Uttar Pradesh,Auraiya,PMGSY-II,2013-2018,7,0,7,0,0,0,58.75,36.4278,58.365,28.0419,0
Uttar Pradesh,Auraiya,PMGSY-III,2019-Present,10,0,8,0,2,0,62.285,47.9342,53.73,31.2845,8.735
Uttar Pradesh,Azamgarh,PMGSY-I,2000-2013,370,0,370,0,0,0,1023.18,281.2348,1011.782,262.8165,0
Uttar Pradesh,Balrampur,PMGSY-III,2019-Present,32,0,31,0,1,0,217.102,163.43264,215.707,146.614,1.34
Uttar Pradesh,Bareilly,PMGSY-III,2019-Present,51,0,51,0,0,0,427.39,266.64227,424.915,222.8648,0
Uttar Pradesh,Bulandshahr,PMGSY-I,2000-2013,315,0,315,0,0,0,754.485,163.9748,744.607,157.2351,0
Uttar Pradesh,Bulandshahr,PMGSY-II,2013-2018,13,0,13,0,0,0,88.285,39.91807,88.18,37.1407,0
Uttar Pradesh,Bulandshahr,PMGSY-III,2019-Present,42,0,42,0,0,0,296.13,183.67973,287.691,156.4579,0
Uttar Pradesh,Chitrakoot,PMGSY-I,2000-2013,108,0,108,0,0,0,410.745,120.0661,403.403,126.7396,0
Uttar Pradesh,Deoria,PMGSY-II,2013-2018,14,0,14,0,0,0,95.115,60.33697,94.88,54.375,0
Uttar Pradesh,Etawah,PMGSY-II,2013-2018,18,0,18,0,0,0,108.6,65.9403,106.1,55.1888,0
Uttar Pradesh,Farrukhabad,PMGSY-I,2000-2013,214,0,214,0,0,0,442.285,129.7255,424.764,114.2146,0
Uttar Pradesh,Farrukhabad,PMGSY-III,2019-Present,23,0,23,0,0,0,186.745,149.74739,186.745,118.1651,0
Uttar Pradesh,Fatehpur,PMGSY-III,2019-Present,59,0,35,0,24,0,466.05,442.89172,302.449,231.4483,162.738
Uttar Pradesh,Firozabad,PMGSY-III,2019-Present,28,0,28,0,0,0,200.245,140.0833,200.322,107.4919,0
Uttar Pradesh,Ghazipur,PMGSY-II,2013-2018,12,0,12,0,0,0,89.9,40.2722,89.475,36.448,0
Uttar Pradesh,Ghazipur,PMGSY-III,2019-Present,62,0,49,0,13,0,417.405,303.30394,406.31,220.1964,5.1
Uttar Pradesh,Gonda,PMGSY-I,2000-2013,232,0,232,0,0,0,683.49,218.8356,679.896,209.6878,0
Uttar Pradesh,Gonda,PMGSY-III,2019-Present,66,0,66,0,0,0,460.485,334.92296,459.02,336.4732,0
Uttar Pradesh,Gorakhpur,PMGSY-II,2013-2018,13,0,13,0,0,0,101.05,56.65087,101.05,48.8768,0
Uttar Pradesh,Gorakhpur,PMGSY-III,2019-Present,46,0,38,0,8,0,266.2,207.6344,236.934,142.3313,28.49
Uttar Pradesh,Hamirpur,PMGSY-III,2019-Present,19,0,18,0,1,0,157,110.9985,145.611,88.4668,9.85
Uttar Pradesh,Hapur,PMGSY-I,2000-2013,131,0,131,0,0,0,424.57,100.07328,425.04,94.6871,0
Uttar Pradesh,Hardoi,PMGSY-I,2000-2013,415,0,415,0,0,0,1190.986,359.2984,1180.089,329.0393,0
Uttar Pradesh,Hardoi,PMGSY-II,2013-2018,13,0,13,0,0,0,107.55,70.74885,106.535,61.5132,0
Uttar Pradesh,Hathras,PMGSY-III,2019-Present,20,0,20,0,0,0,180.19,150.75601,177.344,117.5216,0
Uttar Pradesh,Jaunpur,PMGSY-I,2000-2013,271,0,271,0,0,0,717.962,179.1209,713.434,163.0094,0
Uttar Pradesh,Jaunpur,PMGSY-III,2019-Present,57,0,57,0,0,0,374.87,265.2944,371.095,231.8728,0
Uttar Pradesh,Kanpur Nagar,PMGSY-II,2013-2018,11,0,11,0,0,0,103.22,85.5865,103.22,77.4466,0
Uttar Pradesh,Kasganj,PMGSY-II,2013-2018,14,0,14,0,0,0,109.075,60.18487,108.975,51.3523,0
Uttar Pradesh,Kaushambi,PMGSY-I,2000-2013,119,0,119,0,0,0,377.975,108.3417,374.955,103.5433,0
Uttar Pradesh,Kaushambi,PMGSY-II,2013-2018,18,0,18,0,0,0,120.515,84.9463,119.265,76.4863,0
Uttar Pradesh,Kushinagar,PMGSY-I,2000-2013,289,0,289,0,0,0,1041.804,357.591,1036.11,330.9882,0
Uttar Pradesh,Lakhimpur-Kherii,PMGSY-III,2019-Present,40,1,39,0,1,1,385.833,331.25322,366.908,294.6506,13.99
Uttar Pradesh,Lalitpur,PMGSY-III,2019-Present,18,0,15,0,3,0,157.17,132.22589,153.212,99.4103,3.82
Uttar Pradesh,Lucknow,PMGSY-I,2000-2013,286,0,286,0,0,0,704.295,173.87,690.081,161.0642,0
Uttar Pradesh,Mainpuri,PMGSY-II,2013-2018,11,0,11,0,0,0,96.15,59.7914,93.331,48.2654,0
Uttar Pradesh,Mathura,PMGSY-I,2000-2013,201,0,201,0,0,0,580.757,152.4311,571.651,145.1983,0
Uttar Pradesh,Meerut,PMGSY-II,2013-2018,14,0,14,0,0,0,98.601,43.6994,90.402,38.5693,0
Uttar Pradesh,Mirzapur,PMGSY-III,2019-Present,23,0,22,0,1,0,187.965,120.91011,176.83,97.1528,5.7
Uttar Pradesh,Muzaffarnagar,PMGSY-III,2019-Present,25,0,25,0,0,0,234.3,146.4625,236.288,131.6026,0
Uttar Pradesh,Pilibhit,PMGSY-I,2000-2013,201,0,201,0,0,0,652.975,146.95,640.109,144.1701,0
Uttar Pradesh,Pratapgarh,PMGSY-III,2019-Present,70,0,70,0,0,0,485.09,430.01389,483.519,373.3405,0
Uttar Pradesh,Prayagraj,PMGSY-I,2000-2013,345,0,345,0,0,0,874.325,252.1413,870.48,240.7154,0
Uttar Pradesh,Rampur,PMGSY-I,2000-2013,274,0,274,0,0,0,776.525,183.53337,750.727,176.2981,0
Uttar Pradesh,Rampur,PMGSY-III,2019-Present,26,0,26,0,0,0,167.12,94.59272,160.89,76.8543,0
Uttar Pradesh,S.K. Nagar,PMGSY-II,2013-2018,9,0,9,0,0,0,84.1,48.7657,83.59,37.6026,0
Uttar Pradesh,S.K. Nagar,PMGSY-III,2019-Present,23,0,23,0,0,0,152.4,137.38049,151.35,122.1548,0
Uttar Pradesh,Saharanpur,PMGSY-II,2013-2018,11,0,11,0,0,0,104.1,46.7217,101.22,41.432,0
Uttar Pradesh,Shrawasti,PMGSY-I,2000-2013,163,0,163,0,0,0,478.9,169.204,470.436,152.8417,0
Uttar Pradesh,Sitapur,PMGSY-II,2013-2018,11,0,11,0,0,0,92.775,77.9234,90.918,66.0692,0
Uttar Pradesh,Sonebhadra,PMGSY-III,2019-Present,28,0,26,0,2,0,237.15,177.62324,221.9,135.7592,14.75
Uttar Pradesh,Varanasi,PMGSY-III,2019-Present,16,0,16,0,0,0,94.4,34.6486,92.484,28.2152,0
Uttarakhand,Bageshwar,PMGSY-I,2000-2013,181,51,181,49,0,2,1495.507,764.22853,1449.526,745.6282,0
Uttarakhand,Haridwar,PMGSY-III,2019-Present,15,0,10,0,5,0,108.195,64.4125,91.61,51.2542,16.585
Uttarakhand,Nainital,PMGSY-I,2000-2013,135,26,135,23,0,3,1136.293,518.7988,1135.014,485.8559,0
Uttarakhand,Nainital,PMGSY-II,2013-2018,7,1,6,1,1,0,59.05,32.2919,55.775,26.5128,2.95
Uttarakhand,Nainital,PMGSY-III,2019-Present,9,0,3,0,6,0,96.283,75.4575,54.212,37.1832,42.063
Uttarakhand,Tehri,PMGSY-II,2013-2018,13,1,13,0,0,1,120.233,84.8196,119.808,82.4062,0
Uttarakhand,Udham Singh Nagar,PMGSY-I,2000-2013,34,0,34,0,0,0,87.36,27.5101,87.01,28.6638,0
West Bengal,Alipurduar,PMGSY-II,2013-2018,11,2,11,2,0,0,135.36,113.9922,135.16,101.2693,0
West Bengal,Bankura,PMGSY-II,2013-2018,11,3,11,3,0,0,162.64,159.45727,163.694,124.7358,0
West Bengal,Birbhum,PMGSY-III,2019-Present,34,0,12,0,22,0,271.26,182.4646,85.88,56.1291,185.136
West Bengal,Darjeeling,PMGSY-I,2000-2013,155,3,155,3,0,0,768.321,527.6137,762.216,508.7473,0
West Bengal,Darjeeling,PMGSY-III,2019-Present,14,0,2,0,12,0,108.784,85.9858,8.297,12.3534,100.487
West Bengal,Hooghly,PMGSY-III,2019-Present,10,1,2,0,8,1,65.788,50.86468,14.228,9.8596,51.518
West Bengal,Jhargram,PMGSY-II,2013-2018,5,0,5,0,0,0,68.099,59.2613,68.099,46.319,0
West Bengal,Maldah,PMGSY-III,2019-Present,32,0,10,0,22,0,241.086,154.71073,72.788,55.5725,167.536
West Bengal,North 24 Parganas,PMGSY-I,2000-2013,468,0,468,0,0,0,2160.54,1095.63808,2146.782,1006.0385,0
West Bengal,Paschim Medinipur,PMGSY-I,2000-2013,732,0,732,0,0,0,3686.237,2004.87157,3666.523,1915.3207,0
West Bengal,Purba Medinipur,PMGSY-I,2000-2013,202,4,202,4,0,0,1304.068,658.48287,1290.698,609.6855,0
West Bengal,Siliguri M.P.,PMGSY-I,2000-2013,94,1,94,1,0,0,354.167,121.07113,352.332,110.1007,0
West Bengal,Siliguri M.P.,PMGSY-II,2013-2018,8,0,8,0,0,0,35.022,24.46831,34.852,19.3307,0
West Bengal,Siliguri M.P.,PMGSY-III,2019-Present,7,0,1,0,6,0,44.827,28.08356,7.914,5.5249,36.908
West Bengal,South 24-Parganas,PMGSY-II,2013-2018,29,0,29,0,0,0,171.764,148.82442,171.515,138.2227,0
Andaman And Nicobar,South Andaman,PMGSY-I,2000-2013,32,0,32,0,0,0,40.146,18.5375,39.287,11.6894,0
Andhra Pradesh,Alluri Sitharama Raju,PMGSY-II,2013-2018,2,0,2,0,0,0,14,8.9385,12.395,6.4294,0
Andhra Pradesh,Anakapalli,PMGSY-I,2000-2013,195,8,195,8,0,0,483.715,158.0745,465.672,140.341,0
Andhra Pradesh,Chittoor,PMGSY-III,2019-Present,38,3,34,0,4,3,282.008,186.9541,236.524,108.1125,38.4
Andhra Pradesh,Dr BR Ambedkar Konaseema,PMGSY-I,2000-2013,209,8,209,8,0,0,443.65,126.9822,427.215,141.9707,0
Andhra Pradesh,East Godavari,PMGSY-III,2019-Present,9,0,7,0,2,0,55.732,28.9171,43.527,20.3248,12.2
Andhra Pradesh,Guntur,PMGSY-III,2019-Present,11,3,6,0,5,3,68.444,61.4522,52.144,36.0625,15.827
Andhra Pradesh,Palnadu,PMGSY-III,2019-Present,15,4,12,0,3,4,102.686,116.83499,89.892,63.1579,9.381
Andhra Pradesh,Sri Sathya Sai,PMGSY-III,2019-Present,11,3,10,0,1,3,121.535,70.68048,112.695,49.8959,4.5
Andhra Pradesh,Srikakulam,PMGSY-I,2000-2013,211,7,211,7,0,0,561.36,123.0353,560.68,120.4759,0
Andhra Pradesh,Srikakulam,RCPLWEA,2016-Present,12,1,10,1,2,0,68.146,54.8566,63.047,49.2557,1.678
Andhra Pradesh,Visakhapatnam,PMGSY-I,2000-2013,49,1,49,1,0,0,84.052,23.2047,79.283,20.176,0
Andhra Pradesh,Vizianagaram,PMGSY-III,2019-Present,20,1,18,0,2,1,151.508,85.8204,130.752,68.5339,13.44
Andhra Pradesh,West Godavari,PMGSY-II,2013-2018,12,0,12,0,0,0,72.265,44.5357,71.335,35.3485,0
Arunachal Pradesh,Anjaw,PMGSY-I,2000-2013,26,9,23,8,3,1,354.135,292.5651,296.395,215.4681,57.74
Arunachal Pradesh,Changlang,PMGSY-II,2013-2018,1,0,1,0,0,0,3.7,3.5192,3.7,3.4336,0
Arunachal Pradesh,East Siang,PMGSY-I,2000-2013,23,1,23,1,0,0,51.925,25.3767,51.925,25.103,0
Arunachal Pradesh,East Siang,PMGSY-II,2013-2018,3,0,3,0,0,0,17.51,7.812,17.51,7.9531,0
Arunachal Pradesh,Kamale,PMGSY-I,2000-2013,24,5,24,5,0,0,307.16,212.0949,310.66,214.0637,0
Arunachal Pradesh,Kra Daadi,PMGSY-I,2000-2013,49,18,43,14,6,4,1141.642,926.1711,1018.92,919.6231,118.472
Arunachal Pradesh,Kra Daadi,PMGSY-II,2013-2018,2,0,2,0,0,0,11,10.6034,11,11.3703,0
Arunachal Pradesh,Kra Daadi,PMGSY-III,2019-Present,10,4,0,0,10,4,74.4,84.56496,17.9,32.8136,56.5
Arunachal Pradesh,Kurung Kumey,PMGSY-I,2000-2013,60,29,51,23,9,6,963.789,900.1091,876.729,857.292,89.99
Arunachal Pradesh,Longding,PMGSY-II,2013-2018,3,0,3,0,0,0,13.7,13.372,13.7,11.7885,0
Arunachal Pradesh,Lower Dibang Valley,PMGSY-I,2000-2013,29,4,29,4,0,0,171.48,104.4418,171.48,98.0461,0
Arunachal Pradesh,Lower Siang,PMGSY-III,2019-Present,6,14,0,4,6,10,92.922,129.3545,5.2,66.5089,87.722
Arunachal Pradesh,Lower Subansiri,PMGSY-II,2013-2018,5,0,5,0,0,0,28.14,30.5272,28.14,30.1846,0
Arunachal Pradesh,Lower Subansiri,PMGSY-III,2019-Present,12,3,8,2,4,1,83.17,79.9842,60.85,84.5573,21.78
Arunachal Pradesh,Namsai,PMGSY-I,2000-2013,39,1,39,1,0,0,209.16,97.9754,209.16,97.1079,0
Arunachal Pradesh,Namsai,PMGSY-III,2019-Present,10,2,1,0,9,2,64.22,40.1367,7.07,7.4153,57.15
Arunachal Pradesh,Shi Yomi,PMGSY-I,2000-2013,24,2,22,1,2,1,218.71,195.3334,169.12,153.2078,49.59
Arunachal Pradesh,Tawang,PMGSY-I,2000-2013,59,5,59,5,0,0,608.374,454.0604,602.472,509.5775,0
Arunachal Pradesh,Tawang,PMGSY-III,2019-Present,6,0,0,0,6,0,37.62,37.9503,5.67,8.7847,31.95
Arunachal Pradesh,Tirap,PMGSY-I,2000-2013,91,5,90,5,1,0,577.61,303.2083,572.34,303.6669,2.75
Arunachal Pradesh,Upper Subansiri,PMGSY-II,2013-2018,4,1,4,1,0,0,38.37,52.2119,38.37,49.6861,0
Arunachal Pradesh,West Siang,PMGSY-I,2000-2013,58,6,57,6,1,0,417.79,264.6555,399.43,263.6697,18.5
Arunachal Pradesh,West Siang,PMGSY-II,2013-2018,4,0,4,0,0,0,21.05,17.2134,21.05,16.0836,0
Assam,Cachar,PMGSY-III,2019-Present,35,5,29,3,6,2,185.869,137.10955,160.883,112.3408,24.96
Assam,Chirang,PMGSY-II,2013-2018,4,4,4,4,0,0,25.065,24.2265,25.065,25.1141,0
Assam,Golaghat,PMGSY-III,2019-Present,26,0,22,0,4,0,205.458,136.3507,169.01,114.1115,36.118
Assam,Hailakandi,PMGSY-II,2013-2018,2,0,2,0,0,0,17.3,14.218,17.3,14.1288,0
Assam,Jorhat,PMGSY-II,2013-2018,10,1,10,1,0,0,61.25,53.6937,61.25,54.5213,0
Assam,Kamrup Rural,PMGSY-III,2019-Present,52,4,46,1,6,3,287.544,270.68111,263.013,246.2586,24.444
Assam,Karimganj,PMGSY-III,2019-Present,23,0,17,0,6,0,145.542,111.22492,117.749,88.8086,27.705
Assam,Kokrajhar,PMGSY-I,2000-2013,220,33,220,33,0,0,735.645,586.70618,734.945,589.5758,0
Assam,Lakhimpur,PMGSY-III,2019-Present,26,3,15,1,11,2,154.389,95.26334,121.08,63.4392,33.249
Assam,Morigaon,PMGSY-II,2013-2018,11,5,8,4,3,1,81.95,66.3186,81.75,64.1923,0.15
Assam,Morigaon,PMGSY-III,2019-Present,21,2,17,2,4,0,160.73,113.02839,133.9,99.6395,25.83
Assam,Nalbari,PMGSY-I,2000-2013,207,21,207,21,0,0,535.042,290.16332,535.456,300.3734,0
Assam,Nowgaon,PMGSY-II,2013-2018,18,5,18,5,0,0,134.856,93.0606,130.503,85.1938,0
Assam,Tinsukia,PMGSY-III,2019-Present,18,3,17,3,1,0,140.04,95.80004,139.35,89.1845,0.23
Bihar,Aurangabad,PMGSY-II,2013-2018,4,0,4,0,0,0,24.73,15.9788,24.73,14.5227,0
Bihar,Aurangabad,RCPLWEA,2016-Present,29,12,25,9,4,3,410.667,434.77915,387.147,429.6884,18.35
Bihar,Banka,PMGSY-II,2013-2018,5,0,5,0,0,0,57.16,24.2928,57.16,23.4551,0
Bihar,Banka,RCPLWEA,2016-Present,11,16,11,16,0,0,183.075,272.19727,181.293,218.2678,0
Bihar,Begusarai,PMGSY-II,2013-2018,11,1,11,1,0,0,61.055,33.72764,61.055,34.3338,0
Bihar,Buxar,PMGSY-I,2000-2013,338,1,335,1,3,0,1094.849,473.94658,1064.316,441.7273,2.023
Bihar,East Champaran,PMGSY-III,2019-Present,35,21,33,10,2,11,264.603,270.12361,234.85,225.1954,18.244
Bihar,Gaya,RCPLWEA,2016-Present,26,8,20,4,6,4,290.228,299.64982,251.894,230.5151,33.4
Bihar,Jamui,PMGSY-II,2013-2018,9,0,9,0,0,0,52.865,28.64995,52.865,29.6689,0
Bihar,Jamui,RCPLWEA,2016-Present,22,18,14,18,8,0,414.657,549.95709,346.487,441.7568,66.206
Bihar,Kaimur (Bhabhua),PMGSY-III,2019-Present,13,2,13,0,0,2,140.607,104.07526,140.6,71.1221,0
Bihar,Khagaria,PMGSY-II,2013-2018,3,0,3,0,0,0,14.967,6.5288,14.952,7.004,0
Bihar,Madhepura,PMGSY-II,2013-2018,10,0,10,0,0,0,59.065,31.9513,58.624,31.9613,0
Bihar,Madhubani,PMGSY-II,2013-2018,12,0,12,0,0,0,85.31,38.44442,84.653,39.0325,0
Bihar,Munger,PMGSY-II,2013-2018,3,0,3,0,0,0,23.4,11.3956,23.4,12.4103,0
Bihar,Muzaffarpur,RCPLWEA,2016-Present,25,16,24,12,1,4,358.548,521.57931,350.921,530.493,2.428
Bihar,Nawada,PMGSY-I,2000-2013,680,30,675,29,5,1,1669.35,938.50001,1611.346,795.0728,8.18
Bihar,Nawada,RCPLWEA,2016-Present,17,10,16,10,1,0,217.44,278.48476,203.584,213.1815,0.795
Bihar,Rohtas,PMGSY-II,2013-2018,4,0,4,0,0,0,46.08,26.1661,46.08,24.2488,0
Bihar,Saharsa,PMGSY-III,2019-Present,8,12,4,8,4,4,77.25,94.53203,40.79,79.9366,35.53
Bihar,Samastipur,PMGSY-II,2013-2018,8,0,8,0,0,0,61.95,25.77853,61.95,27.4861,0
Bihar,Sheikhpura,PMGSY-III,2019-Present,1,0,1,0,0,0,5.035,2.85845,4.97,2.4786,0
Bihar,Sitamarhi,PMGSY-I,2000-2013,649,111,643,110,6,1,1753.831,1382.8775,1696.858,1210.2332,8.705
Bihar,Siwan,PMGSY-II,2013-2018,14,0,14,0,0,0,77.452,36.19232,77.254,34.9717,0
Bihar,Vaishali,PMGSY-I,2000-2013,496,9,496,9,0,0,1580.714,754.27234,1521.695,671.9618,0
Bihar,Vaishali,PMGSY-III,2019-Present,26,7,24,4,2,3,192.741,150.54715,178.509,135.7924,13.161
Chhattisgarh,Balrampur,PMGSY-III,2019-Present,17,2,17,2,0,0,188.595,94.09783,187.605,77.7054,0
Chhattisgarh,Bastar,PMGSY-I,2000-2013,426,16,426,16,0,0,1993.505,671.0231,1928.808,725.0179,0
